player_id,mlb_team_need,org_depth,mlb_blockers,injury_opening,service_time_pressure,notes
mlb-top100-22,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Jimmy Crooks, Pedro Pagés."
mlb-top100-23,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Jose Trevino, Tyler Stephenson."
mlb-top100-24,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Anthony Kay, Brandon Eisert, Bryan Hudson, Chris Murphy, David Sandlin. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-25,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Anthony Bender, Cade Gibson, Calvin Faucher, Eury Pérez, John King. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-26,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Aaron Civale, Elvis Alvarado, Gage Jump, Geoff Hartlieb, Hogan Harris. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-27,5,5,4,false,high,"Not currently found on the 40-man roster. MLB OF blockers: Julio Rodríguez, Luke Raley, Randy Arozarena, Victor Robles."
mlb-top100-28,4,6,5,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Buddy Kennedy, Luis Arraez, Matt Chapman, Rafael Devers, Willy Adames."
mlb-top100-29,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Andrés Giménez, Ernie Clement, Kazuma Okamoto, Luis Urías, Vladimir Guerrero Jr.. At least one injured 40-man INF creates some churn risk."
mlb-top100-30,10,3,0,true,low,"On the 40-man roster. MLB OF blockers: Corbin Carroll, Jorge Barrosa, Lourdes Gurriel Jr., Max Kepler, Tommy Troy. At least one injured 40-man OF creates some churn risk."
mlb-top100-31,5,5,4,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Javier Sanoja, Leo Jiménez, Otto Lopez, Xavier Edwards."
mlb-top100-32,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes A.J. Minter, Austin Warren, Brooks Raley, Cionel Pérez, Devin Williams. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-33,5,7,6,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Billy Cook, Bryan Reynolds, Esmerlyn Valdez, Jake Mangum, Ryan O'Hearn. At least one injured 40-man OF creates some churn risk."
mlb-top100-34,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Alex Call, Andy Pages, Kyle Tucker, Ryan Ward. At least one injured 40-man OF creates some churn risk."
mlb-top100-35,4,6,5,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Brooks Lee, Kody Clemens, Luke Keaschall, Royce Lewis, Tristan Gray."
mlb-top100-37,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Aaron Civale, Elvis Alvarado, Gage Jump, Geoff Hartlieb, Hogan Harris. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-38,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Alex Call, Andy Pages, Kyle Tucker, Ryan Ward. At least one injured 40-man OF creates some churn risk."
mlb-top100-39,6,6,5,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Cedric Mullins, Chandler Simpson, Jonny DeLuca, Ryan Vilade, Victor Mesa Jr.. At least one injured 40-man OF creates some churn risk."
mlb-top100-40,9,3,2,true,high,"Not currently found on the 40-man roster. MLB C blockers: Alex Jackson, Victor Caratini. At least one injured 40-man C creates some churn risk."
mlb-top100-41,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Colt Keith, Hao-Yu Lee, Kevin McGonigle, Spencer Torkelson, Zach McKinstry. At least one injured 40-man INF creates some churn risk."
mlb-top100-42,7,3,5,true,medium,"On the 40-man roster. MLB INF blockers: Brayan Rocchio, Gabriel Arias, Kyle Manzardo, Rhys Hoskins, Travis Bazzana. At least one injured 40-man INF creates some churn risk."
mlb-top100-43,5,5,4,false,high,"Not currently found on the 40-man roster. MLB OF blockers: Julio Rodríguez, Luke Raley, Randy Arozarena, Victor Robles."
mlb-top100-44,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Bryce Elder, Chris Sale, Didier Fuentes, Dylan Dodd, Dylan Lee. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-45,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Anthony Kay, Brandon Eisert, Bryan Hudson, Chris Murphy, David Sandlin. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-46,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Brent Suter, Chase Silseth, José Fermin, José Soriano, Kirby Yates. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-47,9,3,2,true,high,"Not currently found on the 40-man roster. MLB C blockers: Freddy Fermin, Rodolfo Durán. At least one injured 40-man C creates some churn risk."
mlb-top100-48,7,5,4,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Chase Meidroth, Colson Montgomery, Jacob Gonzalez, Miguel Vargas. At least one injured 40-man INF creates some churn risk."
mlb-top100-49,5,3,5,false,medium,"On the 40-man roster. MLB OF blockers: Austin Martin, Byron Buxton, Kyler Fedko, Ryan Kreidler, Trevor Larnach."
mlb-top100-50,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Carter Jensen, Salvador Perez."
mlb-top100-51,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Andrés Giménez, Ernie Clement, Kazuma Okamoto, Luis Urías, Vladimir Guerrero Jr.. At least one injured 40-man INF creates some churn risk."
mlb-top100-52,5,7,6,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Alex Freeland, Freddie Freeman, Max Muncy, Miguel Rojas, Mookie Betts. At least one injured 40-man INF creates some churn risk."
mlb-top100-53,4,6,5,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Buddy Kennedy, Luis Arraez, Matt Chapman, Rafael Devers, Willy Adames."
mlb-top100-54,5,7,6,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Daniel Schneemann, David Fry, Kahlil Watson, Petey Halpin, Steven Kwan. At least one injured 40-man OF creates some churn risk."
mlb-top100-55,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Blake Perkins, Garrett Mitchell, Jackson Chourio, Sal Frelick. At least one injured 40-man OF creates some churn risk."
mlb-top100-56,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Bryce Elder, Chris Sale, Didier Fuentes, Dylan Dodd, Dylan Lee. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-57,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Andrew Alvarez, Brad Lord, Cade Cavalli, Clayton Beeter, Foster Griffin. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-58,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Brent Headrick, Cam Schlittler, Camilo Doval, Carlos Rodón, David Bednar. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-59,4,6,5,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Buddy Kennedy, Luis Arraez, Matt Chapman, Rafael Devers, Willy Adames."
mlb-top100-60,7,5,4,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Edwin Arroyo, Elly De La Cruz, Matt McLain, Sal Stewart. At least one injured 40-man INF creates some churn risk."
mlb-top100-61,10,3,0,false,low,"On the 40-man roster. MLB INF blockers: Andrew Vaughn, Brice Turang, Cooper Pratt, David Hamilton, Jake Bauers."
mlb-top100-62,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Dillon Dingler, Jake Rogers."
mlb-top100-63,4,3,6,false,medium,"On the 40-man roster. MLB OF blockers: Bryan Torres, Jordan Walker, José Fermín, Lars Nootbaar, Nathan Church."
mlb-top100-64,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Colton Cowser, Leody Taveras, Taylor Ward, Tyler O'Neill. At least one injured 40-man OF creates some churn risk."
mlb-top100-65,3,8,8,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Amed Rosario, Anthony Volpe, Ben Rice, Jazz Chisholm Jr., José Caballero. At least one injured 40-man INF creates some churn risk."
mlb-top100-66,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Aaron Nola, Alan Rangel, Chase Shugart, Cristopher Sánchez, Jesús Luzardo. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-67,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Aroldis Chapman, Connelly Early, Danny Coulombe, Garrett Whitlock, Greg Weissert. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-68,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Austin Hedges, Patrick Bailey."
mlb-top100-69,5,5,4,false,high,"Not currently found on the 40-man roster. MLB OF blockers: Julio Rodríguez, Luke Raley, Randy Arozarena, Victor Robles."
mlb-top100-70,6,6,5,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Cole Carrigg, Jake McCarthy, Mickey Moniak, Troy Johnston, Tyler Freeman. At least one injured 40-man OF creates some churn risk."
mlb-top100-71,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Brent Headrick, Cam Schlittler, Camilo Doval, Carlos Rodón, David Bednar. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-72,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Cal Quantrill, Cole Winn, Jacob Latz, Jacob deGrom, Jakob Junis. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-73,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Alex Lange, Beck Way, Connor Seabold, Daniel Lynch IV, John Schreiber. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-74,4,6,5,false,high,"Not currently found on the 40-man roster. MLB OF blockers: Brice Matthews, Cam Smith, Jake Meyers, Joey Loperfido, Taylor Trammell."
mlb-top100-75,10,3,0,true,low,"On the 40-man roster. MLB pitching depth includes Alex Vesia, Brock Stewart, Edgardo Henriquez, Emmet Sheehan, Eric Lauer. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-76,6,6,5,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Cole Carrigg, Jake McCarthy, Mickey Moniak, Troy Johnston, Tyler Freeman. At least one injured 40-man OF creates some churn risk."
mlb-top100-77,4,6,5,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Geraldo Perdomo, Ildemaro Vargas, Ketel Marte, LuJames Groover, Nolan Arenado."
mlb-top100-78,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Alex Bregman, Dansby Swanson, Michael Busch, Nico Hoerner, Pedro Ramírez. At least one injured 40-man INF creates some churn risk."
mlb-top100-79,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Bryan Baker, Cam Booser, Casey Legumina, Cole Sulser, Craig Kimbrel. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-80,10,3,0,true,low,"On the 40-man roster. MLB INF blockers: Alex Bregman, Dansby Swanson, Michael Busch, Nico Hoerner, Pedro Ramírez. At least one injured 40-man INF creates some churn risk."
mlb-top100-81,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Aroldis Chapman, Connelly Early, Danny Coulombe, Garrett Whitlock, Greg Weissert. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-82,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Andre Pallante, Dustin May, George Soriano, Gordon Graceffo, JoJo Romero. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-83,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Caleb Thielbar, Colin Rea, Ethan Roberts, Hoby Milner, Jacob Webb. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-84,7,3,2,false,high,"Not currently found on the 40-man roster. MLB C blockers: Hunter Feduccia, Nick Fortes."
mlb-top100-85,3,7,6,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Andrés Chaparro, CJ Abrams, Curtis Mead, Jorbit Vivas, Luis García Jr.."
mlb-top100-86,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Adrian Morejon, David Morgan, Griffin Canning, JP Sears, Jason Adam. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-87,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Colton Cowser, Leody Taveras, Taylor Ward, Tyler O'Neill. At least one injured 40-man OF creates some churn risk."
mlb-top100-88,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Aaron Civale, Elvis Alvarado, Gage Jump, Geoff Hartlieb, Hogan Harris. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-89,8,3,4,true,medium,"On the 40-man roster. MLB OF blockers: Blake Perkins, Garrett Mitchell, Jackson Chourio, Sal Frelick. At least one injured 40-man OF creates some churn risk."
mlb-top100-90,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Bobby Witt Jr., Josh Rojas, Michael Massey, Nick Loftin, Tyler Tolbert. At least one injured 40-man INF creates some churn risk."
mlb-top100-91,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Ceddanne Rafaela, Jarren Duran, Nate Eaton, Wilyer Abreu. At least one injured 40-man OF creates some churn risk."
mlb-top100-92,7,5,4,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Alex Call, Andy Pages, Kyle Tucker, Ryan Ward. At least one injured 40-man OF creates some churn risk."
mlb-top100-93,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Christian Walker, Isaac Paredes, Jeremy Peña, Jose Altuve, Raynel Delgado. At least one injured 40-man INF creates some churn risk."
mlb-top100-94,10,3,0,true,low,"On the 40-man roster. MLB INF blockers: Edwin Arroyo, Elly De La Cruz, Matt McLain, Sal Stewart. At least one injured 40-man INF creates some churn risk."
mlb-top100-95,3,7,6,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Andrés Chaparro, CJ Abrams, Curtis Mead, Jorbit Vivas, Luis García Jr.."
mlb-top100-96,6,6,5,true,high,"Not currently found on the 40-man roster. MLB INF blockers: Cole Young, Colt Emerson, J.P. Crawford, Josh Naylor, Weston Wilson. At least one injured 40-man INF creates some churn risk."
mlb-top100-97,3,7,6,false,high,"Not currently found on the 40-man roster. MLB INF blockers: Andrés Chaparro, CJ Abrams, Curtis Mead, Jorbit Vivas, Luis García Jr.."
mlb-top100-98,2,8,13,true,high,"Not currently found on the 40-man roster. MLB pitching depth includes Anthony Bender, Cade Gibson, Calvin Faucher, Eury Pérez, John King. At least one injured 40-man pitcher creates some churn risk."
mlb-top100-99,4,6,5,false,high,"Not currently found on the 40-man roster. MLB OF blockers: Ian Happ, Justin Dean, Matt Shaw, Pete Crow-Armstrong, Seiya Suzuki."
mlb-top100-100,8,4,3,true,high,"Not currently found on the 40-man roster. MLB OF blockers: Eli White, Michael Harris II, Mike Yastrzemski. At least one injured 40-man OF creates some churn risk."
